"Genetic ID (suffixes: "".DG"" is a high coverage shotgun genome with diploid genotype calls, "".AG"" is shotgun data with each position in the genome represented by a randomly chosen sequence, "".HO"" is Affymetrix Human Origins genotype data)",Master ID,Skeletal code,Skeletal element,"Year data from this individual was first published [for a present-day individuals we give the data of the data reported here; missing GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]",Publication abbreviation,doi for publication of this representation of the data,Link to the most permanent repository hosting these data,"Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r5; Atmospheric data from Reimer et al (2020)","Date mean in BP in years before 1950 CE [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]","Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform distribution between the two bounds for a contextual date]","Full Date One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE","Age at death, Morphological sex from physical anthropology",Group ID,Locality,Political Entity,Lat.,Long.,Pulldown Strategy,Suffices (indicating data types used for sources which can be a subset of that in bam),Data type,No. Libraries,SNPs hit on autosomal targets (Computed using easystats on 1240k snpset),SNPs hit on autosomal targets (Computed using easystats on HO snpset),Molecular Sex,Sum total of ROH segments >4 cM,Sum total of ROH segments >20cM,Y haplogroup in terminal mutation notation automatically called based on Yfull with the software described in Lazaridis et al. Science 2022,Y haplogroup  in ISOGG v15.73 notation automatically called based on Yfull with the software described in Lazaridis et al. Science 2022,Y haplogroup manually called if different from automatic,mtDNA coverage (merged data),mtDNA haplogroup if >2x or published,mtDNA match to consensus if >2x (merged data),Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data),Sex ratio [Y/(Y+X) counts] (merged data),ANGSD MOM 95% CI truncated at 0 (only if male and >=200 SNPs),hapConX 95% CI truncated at 0 (only if male and >=2000 SNPs covered on X chromosome),"Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)",Libraries,endogenous by library (computed on shotgun data),ASSESSMENT,ASSESSMENT WARNING
gene_id,master_id,skel_code,skel_elem,year_pub,pub_abbr,doi,link,date_metho,date_BP,date_err,date_full,age_at_death,group,locality,pol_ent,lat,long,Pulldown Strategy,suffices,data_type,no_lib,snps_1240k,snps_ho,mol_sex,ROH_tot,ROH_tot2,Y_hap,Y_hap2,Y-hap3,mtDNA_cov,mtDNA_hap,mtDNA_match,damage,sex_ratio,angsd,hapconx,lib_type,libs,endo,assess,assess_warn
OKL001.AG,OKL001,Oberkassel 1 D-999,Petrous,2023,PosthYuNature2023,doi:10.1038/s41586-023-05726-0,ENA:PRJEB51862,"Direct: IntCal20, R_Combine",13958,82,"12131-11859 calBCE (12100±49 BP) [R_Combine: (12180±100 BP, OxA-4792); (12075±55 BP, OxA-29868)]",..,Germany_LMagdalenian_Federmesser.AG,"Oberkassel (Nordrhein-Westfalen, Köln)",Germany,50.7119,7.1675,Native pulldown on 3.2M snpset,AG,1240k,1,859396,442604,F,182.615813,31.196998,n/a (female),n/a (female),..,5.75,U5b1,..,..,..,n/a (female),n/a (female),ss.minus,OKL001.A0101,15.073,PASS,..
OKL002.AG,OKL002,Oberkassel 2 D-998,Petrous,2023,PosthYuNature2023,doi:10.1038/s41586-023-05726-0,ENA:PRJEB51862,Direct: IntCal20,13433,101,"11779-11236 calBCE (11570±100 BP, OxA-4790)",..,Germany_LMagdalenian_Federmesser.AG,"Oberkassel (Nordrhein-Westfalen, Köln)",Germany,50.7119,7.1675,Native pulldown on 3.2M snpset,AG,1240k,1,658892,335961,M,169.1352,27.012098,M423,I2a1a2,..,7.446,U5b1,..,..,..,..,"[0.009,0.017]",ss.minus,OKL002.A0101,13.47,PASS,"hapConX=[0.009,0.017], not damage restricted in publication"
OST001.AG,OST001,Ostorf 2012-ind. 1,Tooth,2023,PosthYuNature2023,doi:10.1038/s41586-023-05726-0,ENA:PRJEB51862,Direct: IntCal20,5397,46,"3516-3371 calBCE (4667±29 BP, AAR-17975)",..,Germany_LN_oOberkassel1.AG,Ostorf (Mecklenburg-Vorpommern),Germany,53.6171,11.4259,Native pulldown on 3.2M snpset,AG,1240k,1,160969,89223,F,n/a (<300K SNPs),n/a (<300K SNPs),n/a (female),n/a (female),..,0.353,n/a (<2x),n/a (<2x),..,..,n/a (female),n/a (female),ds.half,OST001.A0101,5.879,PASS,..
OST003.AG,OST003,Ostorf2012-ind. 3 (mandible no 212),Tooth,2023,PosthYuNature2023,doi:10.1038/s41586-023-05726-0,ENA:PRJEB51862,Direct: IntCal20,5172,81,"3364-3102 calBCE (4530±27 BP, AAR-18017)",..,Germany_LN_oOberkassel1.AG,Ostorf (Mecklenburg-Vorpommern),Germany,53.6171,11.4259,Native pulldown on 3.2M snpset,AG,1240k,1,691009,379422,M,118.618903,0,M253,I1,..,2.771,J1c3j,..,..,..,..,"[0.007,0.014]",ds.half,OST003.A0101,23.8,PASS,"hapConX=[0.007,0.014], not damage restricted in publication"
CRN002.AG,CRN002,"UE 182, individual 2",Petrous,2023,PosthYuNature2023,doi:10.1038/s41586-023-05726-0,ENA:PRJEB51862,Direct: IntCal20,7938,39,"6064-5915 calBCE (7116±32 BP, OxA-V-2392-27)",..,Spain_Mesolithic_contam.AG,"Casa Corona (Valencian community, Alicante, Villena)",Spain,38.675074,-0.927411,Native pulldown on 3.2M snpset,AG,1240k,1,759375,377314,M,34.616013,0,L1294,I2a1a1b2,..,13.261,U5b1,..,..,..,..,"[0.01,0.015]",ss.minus,CRN002.A0101,9.853,QUESTIONABLE,"hapConX=[0.01,0.015], not damage restricted in publication"
CRN002_d.AG,CRN002,"UE 182, individual 2",Petrous,2023,PosthYuNature2023,doi:10.1038/s41586-023-05726-0,ENA:PRJEB51862,Direct: IntCal20,7938,39,"6064-5915 calBCE (7116±32 BP, OxA-V-2392-27)",..,Spain_Mesolithic.AG,"Casa Corona (Valencian community, Alicante, Villena)",Spain,38.675074,-0.927411,Native pulldown on 3.2M snpset,AG,1240k,1,247970,124279,M,..,..,..,..,..,..,..,..,..,..,..,..,ss.minus,CRN002.A0101,9.853,PASS,..
PRD001.AG,PRD001,Grotte Pradis 1,Tooth,2023,PosthYuNature2023,doi:10.1038/s41586-023-05726-0,ENA:PRJEB51862,Direct: IntCal20,12991,55,"11139-10948 calBCE (11057±31 BP, MAMS-38332(AIX-12033.1.1))",..,Italy_Epigravettian_contam.AG,"Grotte di Pradis (Friuli-Venezia Giulia, Pordenone)",Italy,46.25,12.89,Native pulldown on 3.2M snpset,AG,1240k,1,241389,127126,M,102.0764,0,P37.2/PF4004,I2a1a,..,54.302,U5b1d,..,..,..,..,"[0.051,0.083]",ss.minus,PRD001.A0101,2.911,QUESTIONABLE,"hapConX=[0.051,0.083], not damage restricted in publication, hapConX is not optimized for this unique ancestry population"
PRD001_d.AG,PRD001,Grotte Pradis 1,Tooth,2023,PosthYuNature2023,doi:10.1038/s41586-023-05726-0,ENA:PRJEB51862,Direct: IntCal20,12991,55,"11139-10948 calBCE (11057±31 BP, MAMS-38332(AIX-12033.1.1))",..,Italy_Epigravettian.AG,"Grotte di Pradis (Friuli-Venezia Giulia, Pordenone)",Italy,48.3682,2.8931,Native pulldown on 3.2M snpset,AG,1240k,1,24786,13431,M,..,..,..,..,..,..,..,..,..,..,..,..,ss.minus,PRD001.A0101,2.911,PASS,..
RIE002_d.AG,RIE002,Level 14,Cranium,2023,PosthYuNature2023,doi:10.1038/s41586-023-05726-0,ENA:PRJEB51862,Direct: IntCal20,20872,66,"19061-18775 calBCE (17300±50 BP, MAMS-51979)",..,Spain_Solutrean_lc.AG,"La Riera (Asturias, llanes, Quintana)",Spain,43.42,-4.86,Native pulldown on 3.2M snpset,AG,1240k,3,5192,2695,M,..,..,..,..,..,..,..,..,..,..,..,..,"ss.minus,ss.minus,ss.minus","RIE002.A0102,RIE002.A0103,RIE002.A0104","5.507,9.276,11.106",PASS,only damage-restricted used in analysis for published paper
RIP001.AG,RIP001,Tagliente 2,Tooth,2023,PosthYuNature2023 (higher coverage version of sample first reported in FuNature2016),doi:10.1038/s41586-023-05726-0,ENA:PRJEB51862,Direct: IntCal20,16736,122,"15026-14560 calBCE (13790±60 BP, MAMS-27188(R-EVA1606))",young adult 20-29 yrs,Italy_Epigravettian_contam.AG,"Riparo Tagliente (Nord-Est, Veneto, Stallavena di Grezzana)",Italy,45.5405501,11.0056531,Native pulldown on 3.2M snpset,AG,1240k,1,651634,343803,M,171.543396,0,M436,I2a1b,..,12.562,U2'3'4'7'8'9,..,..,..,..,"[0.054,0.069]",ss.minus,RIP001.A0101,5.523,CRITICAL,"hapConX=[0.054,0.069], not damage restricted in publication, hapConX is not optimized for this unique ancestry population"
STO001.AG,STO001,ST2,Ear ossicle,2023,PosthYuNature2023,doi:10.1038/s41586-023-05726-0,ENA:PRJEB51862,Direct: IntCal20,13450,54,"11627-11397 calBCE (11590±40 BP, Beta-541772)",..,Italy_Sicily_Epigravettian.AG,"San Teodoro (Sicily, Messina)",Italy,37.8478,14.6937,Native pulldown on 3.2M snpset,AG,1240k,1,943897,495499,F,423.440308,48.626301,n/a (female),n/a (female),..,9.517,U2'3'4'7'8'9,..,..,..,n/a (female),n/a (female),ds.half,STO001.A0101,14.545,PASS,..
UOO004.AG,UOO004,"(5773-26, Yuzhniy-Oleniy-Ostrov, burial 71)",Tooth,2023,PosthYuNature2023,doi:10.1038/s41586-023-05726-0,ENA:PRJEB51862,Direct: IntCal20,8013,51,"6217-5989 calBCE (7204±37 BP, OxA-35493)",..,Russia_YuzhniyOleniyOstrov_Mesolithic.AG,"Yuzhny Oleniy Ostrov (Republic of Karelia, Medvezhyegorsky District, Velikaya Guba Village)",Russia,61.937725,35.260893,Native pulldown on 3.2M snpset,AG,1240k,1,59319,31123,M,n/a (<300K SNPs),n/a (<300K SNPs),M173,R1,..,10.381,R1b,..,..,..,..,n/a (<2000 X SNPs),ds.half,UOO004.A0101,5.638,PASS,..
UOO012.AG,UOO012,"(5773-17, Yuzhniy-Oleniy-Ostrov, burial 65)",Tooth,2023,PosthYuNature2023,doi:10.1038/s41586-023-05726-0,ENA:PRJEB51862,Context: Layer Date,8125,72,6300-6050 BCE,..,Russia_YuzhniyOleniyOstrov_Mesolithic.AG,"Yuzhny Oleniy Ostrov (Republic of Karelia, Medvezhyegorsky District, Velikaya Guba Village)",Russia,61.937725,35.260893,Native pulldown on 3.2M snpset,AG,1240k,1,501878,265704,M,51.288111,0,YP4141,R1a2~,..,7.323,U4,..,..,..,..,"[0.005,0.01]",ds.half,UOO012.A0101,30.019,PASS,"hapConX=[0.005,0.01], not damage restricted in publication"
CRW001.AG,CRW001,Criewen 1961- Individual 2,Molar,2023,PosthYuNature2023,doi:10.1038/s41586-023-05726-0,ENA:PRJEB51862,Direct: IntCal20,6712,49,"4889-4622 calBCE (5890±40 BP, KIA-4347)",..,Germany_Mesolithic.AG,"Criewen (Brandenburg, Brandenburg, Uckermark)",Germany,53.0123,14.2188,Native pulldown on 3.2M snpset,AG,1240k,1,577923,299591,F,20.4525,0,n/a (female),n/a (female),..,2.861,U4b1b1,..,..,..,n/a (female),n/a (female),ss.minus,CRW001.A0101,11.215,PASS,..
UOO033.AG,UOO033,"(5773-114, Yuzhniy-Oleniy-Ostrov, burial 153)",Tooth,2023,PosthYuNature2023,doi:10.1038/s41586-023-05726-0,ENA:PRJEB51862,Direct: IntCal20,8296,56,"6432-6246 calBCE (7494±38 BP, OxA-35130)",..,Russia_YuzhniyOleniyOstrov_Mesolithic.AG,"Yuzhny Oleniy Ostrov (Republic of Karelia, Medvezhyegorsky District, Velikaya Guba Village)",Russia,61.937725,35.260893,Native pulldown on 3.2M snpset,AG,1240k,1,862431,454052,M,14.971304,0,L53,Q1b1,..,12.238,U5a2,..,..,..,..,"[0.001,0.003]",ds.half,UOO033.A0101,39.716,PASS,..
UOO049.AG,UOO049,"(5773-107, Yuzhniy-Oleniy-Ostrov, burial 163)",Tooth,2023,PosthYuNature2023,doi:10.1038/s41586-023-05726-0,ENA:PRJEB51862,Direct: IntCal20,7977,36,"6078-5926 calBCE (7163±38 BP, OxA-35619)",..,Russia_YuzhniyOleniyOstrov_Mesolithic.AG,"Yuzhny Oleniy Ostrov (Republic of Karelia, Medvezhyegorsky District, Velikaya Guba Village)",Russia,61.937725,35.260893,Native pulldown on 3.2M snpset,AG,1240k,1,247875,127193,M,n/a (<300K SNPs),n/a (<300K SNPs),L255,J1,..,147.072,U5a2d,..,..,..,..,"[0,0.019]",ds.half,UOO049.A0101,18.08,PASS,..
UOO051.AG,UOO051,"(5773-148, Yuzhniy-Oleniy-Ostrov, burial 47)",Tooth,2023,PosthYuNature2023,doi:10.1038/s41586-023-05726-0,ENA:PRJEB51862,Context: Layer Date,8125,72,6300-6050 BCE,..,Russia_YuzhniyOleniyOstrov_Mesolithic.AG,"Yuzhny Oleniy Ostrov (Republic of Karelia, Medvezhyegorsky District, Velikaya Guba Village)",Russia,61.937725,35.260893,Native pulldown on 3.2M snpset,AG,1240k,1,72082,36668,M,n/a (<300K SNPs),n/a (<300K SNPs),M420,R1a,..,19.215,R1b,..,..,..,..,n/a (<2000 X SNPs),ds.half,UOO051.A0101,9.984,PASS,..
UOO052.AG,UOO052,"(5773-147, Yuzhniy-Oleniy-Ostrov, burial 46)",Tooth,2023,PosthYuNature2023,doi:10.1038/s41586-023-05726-0,ENA:PRJEB51862,Context: Layer Date,8125,72,6300-6050 BCE,..,Russia_YuzhniyOleniyOstrov_Mesolithic.AG,"Yuzhny Oleniy Ostrov (Republic of Karelia, Medvezhyegorsky District, Velikaya Guba Village)",Russia,61.937725,35.260893,Native pulldown on 3.2M snpset,AG,1240k,1,468502,239697,M,24.073699,0,F746/NWT01,Q1a1,..,3.775,U2e1,..,..,..,..,"[0.003,0.013]",ds.half,UOO052.A0101,23.579,PASS,..
UOO059.AG,UOO059,"(Yuzhniy-Oleniy-Ostrov, burial 72|75)",Tooth,2023,PosthYuNature2023,doi:10.1038/s41586-023-05726-0,ENA:PRJEB51862,Context: Layer Date,8125,72,6300-6050 BCE,..,Russia_YuzhniyOleniyOstrov_Mesolithic.AG,"Yuzhny Oleniy Ostrov (Republic of Karelia, Medvezhyegorsky District, Velikaya Guba Village)",Russia,61.937725,35.260893,Native pulldown on 3.2M snpset,AG,1240k,1,232107,119649,M,n/a (<300K SNPs),n/a (<300K SNPs),L255,J1,..,32.841,R1b,..,..,..,..,"[0.009,0.035]",ds.half,UOO059.A0101,16.516,PASS,"hapConX=[0.009,0.035], not damage restricted in publication"
VO1001.AG,VO1001,"9479 (Vovnihy-1, 1949)",Petrous,2023,PosthYuNature2023,doi:10.1038/s41586-023-05726-0,ENA:PRJEB51862,Direct: IntCal20,7458,39,"5613-5413 calBCE (6542±30 BP, MAMS-47546)",..,Ukraine_N_contram.AG,"Vovnihy-1 (Zaporizhia Oblast, Zaporizhia District, Petro-Mykhailivka municipality)",Ukraine,48.123,35.098,Native pulldown on 3.2M snpset,AG,1240k,1,167543,89940,M,n/a (<300K SNPs),n/a (<300K SNPs),M436,I2a1b,..,0.652,n/a (<2x),n/a (<2x),..,..,..,"[0.038,0.088]",ds.half,VO1001.A0101,4.399,CRITICAL,"hapConX=[0.038,0.088], not damage restricted in publication"
VO1001_d.AG,VO1001,"9479 (Vovnihy-1, 1949)",Petrous,2023,PosthYuNature2023,doi:10.1038/s41586-023-05726-0,ENA:PRJEB51862,Direct: IntCal20,7458,39,"5613-5413 calBCE (6542±30 BP, MAMS-47546)",..,Ukraine_N_lc.AG,"Vovnihy-1 (Zaporizhia Oblast, Zaporizhia District, Petro-Mykhailivka municipality)",Ukraine,48.123,35.098,Native pulldown on 3.2M snpset,AG,1240k,1,13803,7396,M,..,..,..,..,..,..,..,..,..,..,..,..,ds.half,VO1001.A0101,4.399,PASS,..
VO1003.AG,VO1003,"9496 (Vovnihy-1, 1949)",Petrous,2023,PosthYuNature2023,doi:10.1038/s41586-023-05726-0,ENA:PRJEB51862,Direct: IntCal20,7458,39,"5612-5414 calBCE (6542±30 BP, MAMS-47546)",..,Ukraine_N_contram.AG,"Vovnihy-1 (Zaporizhia Oblast, Zaporizhia District, Petro-Mykhailivka municipality)",Ukraine,48.123,35.098,Native pulldown on 3.2M snpset,AG,1240k,1,542882,281947,M,11.930806,0,FGC29562,I2a1b2,..,5.534,U4a1,..,..,..,..,"[0.077,0.103]",ds.half,VO1003.A0101,3.273,CRITICAL,"hapConX=[0.077,0.103], not damage restricted in publication"
VO1003_d.AG,VO1003,"9496 (Vovnihy-1, 1949)",Petrous,2023,PosthYuNature2023,doi:10.1038/s41586-023-05726-0,ENA:PRJEB51862,Context: Layer Date,7463,57,5612-5414 BCE,..,Ukraine_N.AG,"Vovnihy-1 (Zaporizhia Oblast, Zaporizhia District, Petro-Mykhailivka municipality)",Ukraine,48.123,35.098,Native pulldown on 3.2M snpset,AG,1240k,1,46017,23693,M,..,..,..,..,..,..,..,..,..,..,..,..,ds.half,VO1003.A0101,3.273,PASS,..
VO1005.AG,VO1005,"9868 (Vovnihy-1, 1949)",Petrous,2023,PosthYuNature2023,doi:10.1038/s41586-023-05726-0,ENA:PRJEB51862,Direct: IntCal20,7458,39,"5612-5414 calBCE (6542±30 BP, MAMS-47546)",..,Ukraine_N.AG,"Vovnihy-1 (Zaporizhia Oblast, Zaporizhia District, Petro-Mykhailivka municipality)",Ukraine,48.123,35.098,Native pulldown on 3.2M snpset,AG,1240k,1,136324,72906,M,n/a (<300K SNPs),n/a (<300K SNPs),I-Y3259,I2a1b1,..,0.2,n/a (<2x),n/a (<2x),..,..,..,"[0.001,0.034]",ds.half,VO1005.A0101,3.41,PASS,..
VO2001.AG,VO2001,"9861 (Vovnihy-2, 1949-1952)",Petrous,2023,PosthYuNature2023,doi:10.1038/s41586-023-05726-0,ENA:PRJEB51862,Direct: IntCal20,7531,33,"5636-5484 calBCE (6660±31 BP, MAMS-47547)",..,Ukraine_N.AG,"Vovnihy-2 (Dnipropetrovsk Oblast, Dnipro District, Solone municipality)",Ukraine,48.133,35.082,Native pulldown on 3.2M snpset,AG,1240k,1,654089,339162,M,10.805189,0,R-V88,R1b,..,4.94,U5b2,..,..,..,..,"[0.003,0.01]",ds.half,VO2001.A0101,5.001,PASS,..
VSL002.AG,VSL002,11094 (Vasylivka-1),Petrous,2023,PosthYuNature2023,doi:10.1038/s41586-023-05726-0,ENA:PRJEB51862,Context: Layer Date,10483,331,9106-7959 BCE,..,Ukraine_Mesolithic.AG,"Vasylivka-1 (Dnipropetrovsk Oblast, Synelnykove District)",Ukraine,48.220639,35.4035,Native pulldown on 3.2M snpset,AG,1240k,2,484590,257215,M,28.142413,0,I-S21825,I2a1a1b,..,1.52,n/a (<2x),n/a (<2x),..,..,..,"[0.001,0.011]","ds.half,ss.minus","VSL002.A0101,VSL002.A0201","2.143,4.97",PASS,..
VSL003.AG,VSL003,10072 (Vasylivka-1),Petrous,2023,PosthYuNature2023,doi:10.1038/s41586-023-05726-0,ENA:PRJEB51862,"Direct: IntCal20, drop 8282-7960 calBCE (8960±50 BP, Poz-81127) and 9107-8556 (9420±50 BP, Poz-81128) because they are both mutually inconsistent and also inconsistent with the other more precise date by R_Combine",10358,68,"8543-8299 calBCE (9200±35 BP, PSUAMS-2394)",..,Ukraine_Mesolithic_contam.AG,"Vasylivka-1 (Dnipropetrovsk Oblast, Synelnykove District)",Ukraine,48.220639,35.4035,Native pulldown on 3.2M snpset,AG,1240k,2,154937,82732,M,n/a (<300K SNPs),n/a (<300K SNPs),I-P37,I2,..,0.26,n/a (<2x),n/a (<2x),..,..,..,"[0.012,0.056]","ds.half,ss.minus","VSL003.A0101,VSL003.A0201","0.59,1.106",QUESTIONABLE,"hapConX=[0.012,0.056], not damage restricted in publication but we suggest damage-restricting"
VSL003_d.AG,VSL003,10072 (Vasylivka-1),Petrous,2023,PosthYuNature2023,doi:10.1038/s41586-023-05726-0,ENA:PRJEB51862,Context: Layer Date,10483,331,9106-7959 BCE,..,Ukraine_Mesolithic.AG,"Vasylivka-1 (Dnipropetrovsk Oblast, Synelnykove District)",Ukraine,48.220639,35.4035,Native pulldown on 3.2M snpset,AG,1240k,2,19836,10801,M,..,..,..,..,..,..,..,..,..,..,..,..,"ds.half,ss.minus","VSL003.A0101,VSL003.A0201","0.59,1.106",PASS,..
VSL004.AG,VSL004,10075 (Vasylivka-1),Petrous,2023,PosthYuNature2023,doi:10.1038/s41586-023-05726-0,ENA:PRJEB51862,"Direct: IntCal20, drop 8282-7960 calBCE (8960±50 BP, Poz-81127) and 9107-8556 (9420±50 BP, Poz-81128) because they are both mutually inconsistent and also inconsistent with the other more precise date by R_Combine",10358,68,"8543-8299 calBCE (9200±35 BP, PSUAMS-2394)",..,Ukraine_Mesolithic_contam.AG,"Vasylivka-1 (Dnipropetrovsk Oblast, Synelnykove District)",Ukraine,48.220639,35.4035,Native pulldown on 3.2M snpset,AG,1240k,1,328356,175095,M,n/a (<300K SNPs),n/a (<300K SNPs),R-V88,R1b,..,0.7,n/a (<2x),n/a (<2x),..,..,..,"[0.026,0.051]",ds.half,VSL004.A0101,3.235,CRITICAL,"hapConX=[0.026,0.051], not damage restricted in publication but we suggest damage-restricting"
VSL004_d.AG,VSL004,10075 (Vasylivka-1),Petrous,2023,PosthYuNature2023,doi:10.1038/s41586-023-05726-0,ENA:PRJEB51862,Context: Layer Date,10483,331,9106-7959 BCE,..,Ukraine_Mesolithic.AG,"Vasylivka-1 (Dnipropetrovsk Oblast, Synelnykove District)",Ukraine,48.220639,35.4035,Native pulldown on 3.2M snpset,AG,1240k,1,23506,12466,M,..,..,..,..,..,..,..,..,..,..,..,..,ds.half,VSL004.A0101,3.235,PASS,..
WCX002.AG,WCX002,WLS-10,Femur,2023,PosthYuNature2023,doi:10.1038/s41586-023-05726-0,ENA:PRJEB51862,Direct: IntCal20,10495,60,"8694-8361 calBCE (9300±30 BP, ETH-74728)",..,Belgium_Mesolithic_contam.AG,"Waulsort Caverne X (Wallonia region, Namur province)",Belgium,50.2,4.84,Native pulldown on 3.2M snpset,AG,1240k,3,374354,194194,F,0,0,n/a (female),n/a (female),..,0.917,n/a (<2x),n/a (<2x),..,..,n/a (female),n/a (female),"ds.half,ss.minus,ss.minus","WCX002.A0101,WCX002.A0102,WCX002.A0103","8.332,11.478,11.445",CRITICAL,contamLD signal in published paper
WCX002_d.AG,WCX002,WLS-10,Femur,2023,PosthYuNature2023,doi:10.1038/s41586-023-05726-0,ENA:PRJEB51862,Direct: IntCal20,10495,60,"8694-8361 calBCE (9300±30 BP, ETH-74728)",..,Belgium_Mesolithic.AG,"Waulsort Caverne X (Wallonia region, Namur province)",Belgium,50.2,4.84,Native pulldown on 3.2M snpset,AG,1240k,3,69683,36615,F,..,..,..,..,..,..,..,..,..,..,..,..,"ds.half,ss.minus,ss.minus","WCX002.A0101,WCX002.A0102,WCX002.A0103","8.332,11.478,11.445",PASS,damage-restricted in published paper too
WCX004.AG,WCX004,WLS-7,Femur,2023,PosthYuNature2023,doi:10.1038/s41586-023-05726-0,ENA:PRJEB51862,Direct: IntCal20,10471,64,"8627-8355 calBCE (9285±30 BP, ETH-74725)",..,Belgium_Mesolithic_contam.AG,"Waulsort Caverne X (Wallonia region, Namur province)",Belgium,50.2,4.84,Native pulldown on 3.2M snpset,AG,1240k,3,171219,88491,F,n/a (<300K SNPs),n/a (<300K SNPs),n/a (female),n/a (female),..,0.732,n/a (<2x),n/a (<2x),..,..,n/a (female),n/a (female),"ds.half,ss.minus,ss.minus","WCX004.A0101,WCX004.A0102,WCX004.A0103","5.442,6.884,6.231",CRITICAL,mtDNA contamination of 11-13% in published paper
WCX004_d.AG,WCX004,WLS-7,Femur,2023,PosthYuNature2023,doi:10.1038/s41586-023-05726-0,ENA:PRJEB51862,Direct: IntCal20,10471,64,"8627-8355 calBCE (9285±30 BP, ETH-74725)",..,Belgium_Mesolithic.AG,"Waulsort Caverne X (Wallonia region, Namur province)",Belgium,50.2,4.84,Native pulldown on 3.2M snpset,AG,1240k,3,31482,16496,F,..,..,..,..,..,..,..,..,..,..,..,..,"ds.half,ss.minus,ss.minus","WCX004.A0101,WCX004.A0102,WCX004.A0103","5.442,6.884,6.231",PASS,..
nalchik2023.SG,Nalchik,Nalchik,Tooth,2023,Posted publicly online in 2023,..,..,Direct: Date listed as 5197-4850 BCE source unknown,6975,101,5200-4850 BCE,..,Russia_Nalchik_E.SG,Nal'chik Cemetery (Kabardino-Balkaria),Russia,43.497,43.582,Native pulldown on 3.2M snpset,SG,Shotgun,1,481222,230991,U,..,..,..,..,..,..,..,..,..,..,..,..,..,nalchik2023,..,PASS,..
HNJ001.AG,HNJ001,71/83,Bone (Femur),2024,GnecchiRusconeNature2024,10.1038/s41586-024-07312-4,ENA:PRJEB72021,Context: Direct dates on other individuals at site,1250,29,650-750 CE,20-60 yrs.,Hungary_MiddleAvar.AG,"Hajdúnánás (Hajdú-Bihar County, Hajdúnánás)",Hungary,47.841,21.424,Native pulldown on 3.2M snpset,AG,1240k,1,31704,16345,M,..,..,"I-CTS2536,I-M170",I,..,0.09,n/a (<2x),n/a (<2x),0.16,..,"[0,0.534]",..,ss.USER,ILLUMINA-HNJ001.A0101.TF2,0.02,PASS,..
HNJ002.AG,HNJ002,72/84,Petrous,2024,GnecchiRusconeNature2024,10.1038/s41586-024-07312-4,ENA:PRJEB72021,Context: Direct dates on other individuals at site,1250,29,650-750 CE,13-15 yrs.,Hungary_MiddleAvar.AG,"Hajdúnánás (Hajdú-Bihar County, Hajdúnánás)",Hungary,47.841,21.424,Native pulldown on 3.2M snpset,AG,1240k,1,993599,516862,M,..,..,"R-M415,R-P25_1",R1b1,..,9.84,H11a,"[1,0.98]",0.19,..,..,..,ss.USER,ILLUMINA-HNJ002.A0101.TF2,0.714,PASS,..
HNJ003.AG,HNJ003,73/85,Petrous,2024,GnecchiRusconeNature2024,10.1038/s41586-024-07312-4,ENA:PRJEB72021,Context: Direct dates on other individuals at site,1250,29,650-750 CE,35-50 yrs.,Hungary_MiddleAvar.AG,"Hajdúnánás (Hajdú-Bihar County, Hajdúnánás)",Hungary,47.841,21.424,Native pulldown on 3.2M snpset,AG,1240k,1,920658,480593,F,..,..,n/a (female),n/a (female),..,3.92,H1ba,"[1,0.98]",0.2,..,n/a (female),..,ss.USER,ILLUMINA-HNJ003.A0101.TF2,0.551,PASS,..
HNJ004.AG,HNJ004,74/86,Tooth (46),2024,GnecchiRusconeNature2024,10.1038/s41586-024-07312-4,ENA:PRJEB72021,Context: Direct dates on other individuals at site,1250,29,650-750 CE,25-40 yrs.,Hungary_MiddleAvar.AG,"Hajdúnánás (Hajdú-Bihar County, Hajdúnánás)",Hungary,47.841,21.424,Native pulldown on 3.2M snpset,AG,1240k,1,415356,213334,F,..,..,n/a (female),n/a (female),..,14.7,U7b,"[1,0.98]",0.24,..,n/a (female),..,ss.USER,ILLUMINA-HNJ004.A0101.TF2,0.195,PASS,..
